,pdbid,1
10652,4pkb,6.94
10653,4rn4,6.94
10654,4w4v,6.94
10655,4wk2,6.94
10656,4xir,6.94
10657,5knj,6.94
10658,5yjy,6.94
10659,6hsz,6.94
10660,1kmv,6.95
10661,1tcx,6.95
10662,2hiz,6.95
10663,2igy,6.95
10664,3dct,6.95
10665,3ho2,6.95
10666,3luo,6.95
10667,4i9r,6.95
10668,4k9y,6.95
10669,4odl,6.95
10670,4q4s,6.95
10671,4qir,6.95
10672,4qw4,6.95
10673,4wyo,6.95
10674,5am4,6.95
10675,5h0g,6.95
10676,5i59,6.95
10677,6b1c,6.95
10678,1atr,6.96
10679,1bm2,6.96
10680,1c5c,6.96
10681,1d3v,6.96
10682,1ent,6.96
10683,1gj8,6.96
10684,1gux,6.96
10685,1gvw,6.96
10686,1juj,6.96
10687,1mto,6.96
10688,1n3w,6.96
10689,1oyq,6.96
10690,1r58,6.96
10691,1u0h,6.96
10692,1x8j,6.96
10693,2anl,6.96
10694,2cng,6.96
10695,2e93,6.96
10696,2ieh,6.96
10697,2ojf,6.96
10698,2xwd,6.96
10699,3bjc,6.96
10700,3cth,6.96
10701,3exe,6.96
10702,3jzq,6.96
10703,3lp0,6.96
10704,3lq5,6.96
10705,3p78,6.96
10706,3pn1,6.96
10707,3qtf,6.96
10708,3r5j,6.96
10709,3tv4,6.96
10710,4cg8,6.96
10711,4dai,6.96
10712,4i54,6.96
10713,4jyb,6.96
10714,4loh,6.96
10715,4pzw,6.96
10716,4rpn,6.96
10717,5cst,6.96
10718,5fat,6.96
10719,5gso,6.96
10720,5i8b,6.96
10721,5icx,6.96
10722,5j5t,6.96
10723,5j71,6.96
10724,5l13,6.96
10725,5lh4,6.96
10726,5m63,6.96
10727,5mhq,6.96
10728,5ncq,6.96
10729,5qcm,6.96
10730,5t31,6.96
10731,5v35,6.96
10732,5wdj,6.96
10733,5yfz,6.96
10734,6apv,6.96
10735,6bl1,6.96
10736,6bnl,6.96
10737,6ft9,6.96
10738,2k0g,6.97
10739,3hy7,6.97
10740,3r7q,6.97
10741,3t84,6.97
10742,4li6,6.97
10743,4nj9,6.97
10744,4xar,6.97
10745,5ul5,6.97
10746,5umy,6.97
10747,5usz,6.97
10748,5zag,6.97
10749,6c5t,6.97
10750,1biw,6.98
10751,1my4,6.98
10752,2fme,6.98
10753,2w54,6.98
10754,3hv8,6.98
10755,3t83,6.98
10756,4att,6.98
10757,4av0,6.98
10758,4ckr,6.98
10759,4oc4,6.98
10760,5ajw,6.98
10761,5j3v,6.98
10762,5vgi,6.98
10763,5vs6,6.98
10764,6eif,6.98
10765,2iw8,6.99
10766,2y6s,6.99
10767,3l6f,6.99
10768,3slz,6.99
10769,3t2v,6.99
10770,4aza,6.99
10771,4bcs,6.99
10772,4es0,6.99
10773,4fai,6.99
10774,4fbe,6.99
10775,4w4x,6.99
10776,5xpn,6.99
10777,6b3e,6.99
10778,6bnk,6.99
10779,1ch8,7.0
10780,1fki,7.0
10781,1fpc,7.0
10782,1gj6,7.0
10783,1iep,7.0
10784,1is0,7.0
10785,1kc5,7.0
10786,1kcs,7.0
10787,1lf3,7.0
10788,1m74,7.0
10789,1oth,7.0
10790,1pqc,7.0
10791,1tyr,7.0
10792,1unh,7.0
10793,1vru,7.0
10794,1vyj,7.0
10795,1yvf,7.0
10796,1zoh,7.0
10797,2a2g,7.0
10798,2buc,7.0
10799,2gm1,7.0
10800,2gvd,7.0
10801,2gyi,7.0
10802,2j7g,7.0
10803,2p0d,7.0
10804,2qc6,7.0
10805,2r3k,7.0
10806,2r3l,7.0
10807,2rjp,7.0
10808,2veu,7.0
10809,2wzf,7.0
10810,2z7i,7.0
10811,2zu5,7.0
10812,3bbb,7.0
10813,3db8,7.0
10814,3di6,7.0
10815,3drf,7.0
10816,3drg,7.0
10817,3dux,7.0
10818,3fsm,7.0
10819,3g15,7.0
10820,3g2t,7.0
10821,3hd3,7.0
10822,3hzy,7.0
10823,3kdm,7.0
10824,3kx1,7.0
10825,3l38,7.0
10826,3l4y,7.0
10827,3l8s,7.0
10828,3m2u,7.0
10829,3mb6,7.0
10830,3mhm,7.0
10831,3pix,7.0
10832,3poa,7.0
10833,3qaq,7.0
10834,3qj9,7.0
10835,3ral,7.0
10836,3rse,7.0
10837,3t82,7.0
10838,3u9n,7.0
10839,3uvo,7.0
10840,3wtm,7.0
10841,3wzn,7.0
10842,3zya,7.0
10843,3zyu,7.0
10844,4a7j,7.0
10845,4ayr,7.0
10846,4b6o,7.0
10847,4bo7,7.0
10848,4bxu,7.0
10849,4dew,7.0
10850,4fcq,7.0
10851,4fhi,7.0
10852,4gs8,7.0
10853,4i7d,7.0
10854,4i7f,7.0
10855,4idt,7.0
10856,4kom,7.0
10857,4ncm,7.0
10858,4oel,7.0
10859,4r3c,7.0
10860,4rfy,7.0
10861,4riv,7.0
10862,4tsz,7.0
10863,4uco,7.0
10864,4wq3,7.0
10865,4x0f,7.0
10866,4ybt,7.0
10867,4ymj,7.0
10868,4yve,7.0
10869,4zlz,7.0
10870,4zz0,7.0
10871,5boj,7.0
10872,5d47,7.0
10873,5edb,7.0
10874,5ei6,7.0
10875,5fl4,7.0
10876,5g22,7.0
10877,5g2b,7.0
10878,5gvk,7.0
10879,5jyp,7.0
10880,5kbq,7.0
10881,5l8c,7.0
10882,5l9i,7.0
10883,5mev,7.0
10884,5mwy,7.0
10885,5sz6,7.0
10886,5usq,7.0
10887,5wg4,7.0
10888,5wzu,7.0
10889,6afl,7.0
10890,6ct7,7.0
10891,6d59,7.0
10892,6eo8,7.0
10893,6hdq,7.0
10894,6msy,7.0
10895,6mub,7.0
10896,1u32,7.01
10897,1x8b,7.01
10898,2b8v,7.01
10899,2zmd,7.01
10900,3atw,7.01
10901,3eou,7.01
10902,3nht,7.01
10903,4d8e,7.01
10904,4mq2,7.01
10905,4ux4,7.01
10906,5byy,7.01
10907,5d29,7.01
10908,6fs1,7.01
10909,6hti,7.01
10910,1ypj,7.02
10911,2b55,7.02
10912,2btr,7.02
10913,2vwl,7.02
10914,2yj9,7.02
10915,2yjb,7.02
10916,3cdb,7.02
10917,3hv5,7.02
10918,3igp,7.02
10919,3n4b,7.02
10920,3nzc,7.02
10921,3pbb,7.02
10922,3r92,7.02
10923,3w0l,7.02
10924,4bfd,7.02
10925,4dum,7.02
10926,4mw9,7.02
10927,5bns,7.02
10928,5f4r,7.02
10929,5f4u,7.02
10930,1b1h,7.03
10931,1wtg,7.03
10932,2vwm,7.03
10933,3dsu,7.03
10934,3eyf,7.03
10935,3fxv,7.03
10936,3gnv,7.03
10937,3hyg,7.03
10938,3ohf,7.03
10939,4ajo,7.03
10940,4av4,7.03
10941,4fxz,7.03
10942,4jpc,7.03
10943,4ql1,7.03
10944,4rj3,7.03
10945,5ai5,7.03
10946,5ap3,7.03
10947,5epl,7.03
10948,5g2n,7.03
10949,5hz9,7.03
10950,5vsf,7.03
10951,6b2c,7.03
10952,6hsk,7.03
10953,1gnj,7.04
10954,1nyx,7.04
10955,2aov,7.04
10956,2wti,7.04
10957,3bgp,7.04
10958,3mtw,7.04
10959,3oqf,7.04
10960,3r91,7.04
10961,3shy,7.04
10962,3t0t,7.04
10963,3vfj,7.04
10964,3wi2,7.04
10965,3ws9,7.04
10966,3wtl,7.04
10967,3wtn,7.04
10968,4lnw,7.04
10969,4n6y,7.04
10970,4p6x,7.04
10971,4tpt,7.04
10972,4yxo,7.04
10973,5ddc,7.04
10974,5lgp,7.04
10975,5q13,7.04
10976,6ezh,7.04
10977,1b5i,7.05
10978,1ci7,7.05
10979,1g7p,7.05
10980,1nox,7.05
10981,1xug,7.05
10982,2bq7,7.05
10983,2bub,7.05
10984,2fts,7.05
10985,2g1y,7.05
10986,2h03,7.05
10987,2jxr,7.05
10988,2vwy,7.05
10989,2wer,7.05
10990,2wxo,7.05
10991,3ahn,7.05
10992,3aho,7.05
10993,3i4y,7.05
10994,3q4k,7.05
10995,3s0d,7.05
10996,3sfh,7.05
10997,3v7s,7.05
10998,3wch,7.05
10999,3zhz,7.05
11000,4bhi,7.05
11001,4e3h,7.05
11002,4eny,7.05
11003,4gjc,7.05
11004,4h3j,7.05
11005,4hg7,7.05
11006,4j1p,7.05
11007,4mwy,7.05
11008,4qzs,7.05
11009,4zsh,7.05
11010,5bui,7.05
11011,5fd2,7.05
11012,5gvn,7.05
11013,5lgq,7.05
11014,5lli,7.05
11015,5m5q,7.05
11016,5nvx,7.05
11017,5ux4,7.05
11018,6c0s,7.05
11019,6f5h,7.05
11020,6h41,7.05
11021,6i3s,7.05
11022,1bwn,7.06
11023,1ui0,7.06
11024,2duv,7.06
11025,2eep,7.06
11026,2q8g,7.06
11027,2zsc,7.06
11028,3fh5,7.06
11029,3k3h,7.06
11030,3po6,7.06
11031,3s3n,7.06
11032,4cwq,7.06
11033,4dxg,7.06
11034,4erz,7.06
11035,4j3e,7.06
11036,4lxm,7.06
11037,4mro,7.06
11038,4ui6,7.06
11039,4zzz,7.06
11040,5a6h,7.06
11041,5e2r,7.06
11042,5ezx,7.06
11043,5lgs,7.06
11044,5ur6,7.06
11045,5uxf,7.06
11046,5zc5,7.06
11047,1ydd,7.07
11048,1zsh,7.07
11049,2aei,7.07
11050,2ate,7.07
11051,2f9k,7.07
11052,2oc4,7.07
11053,2oji,7.07
11054,2wd3,7.07
11055,3cl0,7.07
11056,3ryv,7.07
11057,3u7k,7.07
11058,4aom,7.07
11059,4bb2,7.07
11060,4ju3,7.07
11061,4jve,7.07
11062,4nud,7.07
11063,4oc5,7.07
11064,4oc6,7.07
11065,4po7,7.07
11066,4qew,7.07
11067,4qkx,7.07
11068,4qmw,7.07
11069,4wmy,7.07
11070,4xiq,7.07
11071,5ak5,7.07
11072,5akl,7.07
11073,5alh,7.07
11074,5ali,7.07
11075,5alp,7.07
11076,5alr,7.07
11077,5f5z,7.07
11078,5gs4,7.07
11079,5hva,7.07
11080,5hz5,7.07
11081,5mpn,7.07
11082,1ga9,7.08
11083,1xpz,7.08
11084,2hnx,7.08
11085,2ogz,7.08
11086,2w06,7.08
11087,3k3a,7.08
11088,3rkz,7.08
11089,3rlp,7.08
11090,3ty0,7.08
11091,4daw,7.08
11092,4emf,7.08
11093,4gdy,7.08
11094,4u6y,7.08
11095,4v25,7.08
11096,4wag,7.08
11097,4yw6,7.08
11098,5dd0,7.08
11099,5l2s,7.08
11100,5t1s,7.08
11101,5xpo,7.08
11102,1lpg,7.09
11103,1yq7,7.09
11104,2bz6,7.09
11105,2of4,7.09
11106,2wd1,7.09
11107,3er3,7.09
11108,3f7h,7.09
11109,3fqk,7.09
11110,3gol,7.09
11111,3wf5,7.09
11112,4awp,7.09
11113,4c1u,7.09
11114,4ghi,7.09
11115,4jkt,7.09
11116,5ddb,7.09
11117,5gsa,7.09
11118,5k0h,7.09
11119,5lgr,7.09
11120,5lqq,7.09
11121,5nme,7.09
11122,5npb,7.09
11123,5y8y,7.09
11124,6hrq,7.09
11125,1b32,7.1
11126,1bmm,7.1
11127,1iau,7.1
11128,1j81,7.1
11129,1lhg,7.1
11130,1o6r,7.1
11131,1t4e,7.1
11132,1vrt,7.1
11133,2b1z,7.1
11134,2e95,7.1
11135,2ewp,7.1
11136,2f7i,7.1
11137,2fou,7.1
11138,2fq6,7.1
11139,2iku,7.1
11140,2il2,7.1
11141,2pe0,7.1
11142,2uvm,7.1
11143,2v57,7.1
11144,2vle,7.1
11145,2wjg,7.1
11146,2x6w,7.1
11147,2xx4,7.1
11148,2y34,7.1
11149,2y6d,7.1
11150,2yig,7.1
11151,3ebi,7.1
11152,3hky,7.1
11153,3ouh,7.1
11154,3p55,7.1
11155,3s7l,7.1
11156,3tfv,7.1
11157,3udd,7.1
11158,3uo9,7.1
11159,3w55,7.1
11160,3zdg,7.1
11161,3zo2,7.1
11162,4aof,7.1
11163,4azg,7.1
11164,4b1c,7.1
11165,4bbh,7.1
11166,4bny,7.1
11167,4bo5,7.1
11168,4crd,7.1
11169,4f7n,7.1
11170,4hy9,7.1
11171,4piq,7.1
11172,4qjr,7.1
11173,4rad,7.1
11174,4ryc,7.1
11175,4tyo,7.1
11176,4uj2,7.1
11177,4w97,7.1
11178,4ymx,7.1
11179,4zx8,7.1
11180,5da3,7.1
11181,5dw1,7.1
11182,5eec,7.1
11183,5f3i,7.1
11184,5l9l,7.1
11185,5law,7.1
11186,5n2f,7.1
11187,5t27,7.1
11188,5v86,7.1
11189,5vd2,7.1
11190,5y3n,7.1
11191,5ypo,7.1
11192,6b5j,7.1
11193,6bfx,7.1
11194,6hm7,7.1
11195,2gmx,7.11
11196,3e64,7.11
11197,3u15,7.11
11198,3v2w,7.11
11199,4acx,7.11
11200,4dpi,7.11
11201,4h1m,7.11
11202,4ia0,7.11
11203,4j0z,7.11
11204,4o10,7.11
11205,4obo,7.11
11206,4xe1,7.11
11207,4zx4,7.11
11208,5djv,7.11
11209,5k4j,7.11
11210,5mi7,7.11
11211,5mqy,7.11
11212,5t1w,7.11
11213,5ula,7.11
11214,5vc3,7.11
11215,5vm6,7.11
11216,5vrl,7.11
11217,5wgd,7.11
11218,5x4q,7.11
11219,6axl,7.11
11220,6ht1,7.11
11221,1b05,7.12
11222,1b52,7.12
11223,1gwq,7.12
11224,1nz7,7.12
11225,1xd0,7.12
11226,1z95,7.12
11227,2pov,7.12
11228,2wey,7.12
11229,2x2r,7.12
11230,3bcn,7.12
11231,3d2t,7.12
11232,3dbs,7.12
11233,3dx4,7.12
11234,3fe7,7.12
11235,3hww,7.12
11236,3kej,7.12
11237,3nzs,7.12
11238,3p5k,7.12
11239,3w32,7.12
11240,4bzs,7.12
11241,4caf,7.12
11242,4daf,7.12
11243,4e0x,7.12
11244,4erq,7.12
11245,4k9h,7.12
11246,4mgv,7.12
11247,4mwx,7.12
11248,4ng9,7.12
11249,4r5n,7.12
11250,4rj6,7.12
11251,4xjs,7.12
11252,4yps,7.12
11253,5agt,7.12
11254,5bs0,7.12
11255,5k0j,7.12
11256,5nin,7.12
11257,5umz,7.12
11258,5upj,7.12
11259,5v7w,7.12
11260,5wir,7.12
11261,5xii,7.12
11262,6cgp,7.12
11263,6cz4,7.12
11264,6hth,7.12
11265,1o39,7.13
11266,1o3b,7.13
11267,1o3c,7.13
11268,1o3d,7.13
11269,2j7d,7.13
11270,3f81,7.13
11271,3gcv,7.13
11272,3rtn,7.13
11273,3v5g,7.13
11274,3zc5,7.13
11275,4arw,7.13
11276,4b6p,7.13
11277,4d1y,7.13
11278,4jsc,7.13
11279,4kx8,7.13
11280,4pte,7.13
11281,4r5w,7.13
11282,4wk7,7.13
11283,4zbf,7.13
11284,5hpm,7.13
11285,5lom,7.13
11286,1rxp,7.14
11287,1xuc,7.14
11288,2hwp,7.14
11289,2pv1,7.14
11290,2viw,7.14
11291,2vot,7.14
11292,2wou,7.14
11293,3ddp,7.14
11294,3f3v,7.14
11295,3ffp,7.14
11296,3n7o,7.14
11297,4afe,7.14
11298,4c1e,7.14
11299,4fgx,7.14
11300,4hct,7.14
11301,4ks4,7.14
11302,4prj,7.14
11303,4wov,7.14
11304,4xaq,7.14
11305,5d10,7.14
11306,5ehr,7.14
11307,5i2z,7.14
11308,5my8,7.14
11309,5q1f,7.14
11310,5u7o,7.14
11311,5uir,7.14
11312,5ur5,7.14
11313,6epz,7.14
11314,6fng,7.14
11315,6g2n,7.14
11316,1dm2,7.15
11317,1elb,7.15
11318,1fch,7.15
11319,1nzl,7.15
11320,1pxn,7.15
11321,1xr9,7.15
11322,1z4u,7.15
11323,1zog,7.15
11324,2bba,7.15
11325,2bxu,7.15
11326,2fci,7.15
11327,2fqx,7.15
11328,2hmh,7.15
11329,2hzi,7.15
11330,2ovq,7.15
11331,2p8h,7.15
11332,2qnn,7.15
11333,2r3n,7.15
11334,2wfj,7.15
11335,3arp,7.15
11336,3c49,7.15
11337,3ff6,7.15
11338,3fql,7.15
11339,3h9o,7.15
11340,3hp5,7.15
11341,3n9r,7.15
11342,3o86,7.15
11343,3oki,7.15
11344,3qtu,7.15
11345,3qtx,7.15
11346,3rpv,7.15
11347,3rt6,7.15
11348,3tv8,7.15
11349,3uli,7.15
11350,3ur0,7.15
11351,4a9t,7.15
11352,4btw,7.15
11353,4c1t,7.15
11354,4eej,7.15
11355,4fr3,7.15
11356,4gs6,7.15
11357,4jfz,7.15
11358,4ko8,7.15
11359,4l10,7.15
11360,4lwe,7.15
11361,4no8,7.15
11362,4pct,7.15
11363,4prg,7.15
11364,4qp9,7.15
11365,4ran,7.15
11366,4xt2,7.15
11367,4y6m,7.15
11368,5al5,7.15
11369,5ct7,7.15
11370,5enm,7.15
11371,5fi2,7.15
11372,5hvs,7.15
11373,5ijp,7.15
11374,5kzp,7.15
11375,5mts,7.15
11376,5nqr,7.15
11377,5w4v,7.15
11378,5xih,7.15
11379,6afr,7.15
11380,6f3e,7.15
11381,6fgy,7.15
11382,1epp,7.16
11383,1f0u,7.16
11384,1oi9,7.16
11385,1xuo,7.16
11386,2wuu,7.16
11387,2xe4,7.16
11388,2ycr,7.16
11389,3ewh,7.16
11390,3f3d,7.16
11391,4ajn,7.16
11392,4bg6,7.16
11393,4fc0,7.16
11394,4hvi,7.16
11395,4iva,7.16
11396,4o9w,7.16
11397,4qgf,7.16
11398,4y6p,7.16
11399,5t1u,7.16
11400,5ukj,7.16
11401,6awp,7.16
11402,6ay5,7.16
11403,6do5,7.16
11404,6f3g,7.16
11405,1g36,7.17
11406,1o2h,7.17
11407,1p02,7.17
11408,1rs4,7.17
11409,2a8h,7.17
11410,2bdf,7.17
11411,2doo,7.17
11412,2evo,7.17
11413,2i6b,7.17
11414,2jk7,7.17
11415,2o22,7.17
11416,2p2h,7.17
11417,3el4,7.17
11418,3rl3,7.17
11419,3s2p,7.17
11420,3tsk,7.17
11421,3zpq,7.17
11422,4e1n,7.17
11423,4i06,7.17
11424,4i9h,7.17
11425,4l0b,7.17
11426,4nks,7.17
11427,4o0x,7.17
11428,4zur,7.17
11429,4zyw,7.17
11430,4zyz,7.17
11431,5aep,7.17
11432,5bv3,7.17
11433,5gtr,7.17
11434,5h9p,7.17
11435,5jmp,7.17
11436,5q18,7.17
11437,5tks,7.17
11438,5u28,7.17
11439,5v0n,7.17
11440,6dcz,7.17
11441,6g2l,7.17
11442,6hlx,7.17
11443,6htg,7.17
11444,1ztz,7.18
11445,2a4g,7.18
11446,2a4q,7.18
11447,2q63,7.18
11448,2r4b,7.18
11449,2xj2,7.18
11450,3bl9,7.18
11451,3i7b,7.18
11452,3igg,7.18
11453,3jsw,7.18
11454,3w2q,7.18
11455,4ca4,7.18
11456,4l0t,7.18
11457,4mzh,7.18
11458,4q9m,7.18
11459,4rj5,7.18
11460,5t35,7.18
11461,5u7i,7.18
11462,5v7i,7.18
11463,5wex,7.18
11464,5wg5,7.18
11465,7lpr,7.18
11466,1fcx,7.19
11467,1gi4,7.19
11468,1hsl,7.19
11469,1idg,7.19
11470,1los,7.19
11471,1lxh,7.19
11472,1me3,7.19
11473,1me7,7.19
11474,1me8,7.19
11475,1nu1,7.19
11476,1nxy,7.19
11477,1oiy,7.19
11478,1q7a,7.19
11479,1w83,7.19
11480,1z9y,7.19
11481,2azb,7.19
11482,2cmb,7.19
11483,2j4z,7.19
11484,2j7h,7.19
11485,2rip,7.19
11486,2vew,7.19
11487,3arf,7.19
11488,3avz,7.19
11489,3f19,7.19
11490,3f7b,7.19
11491,3f7z,7.19
11492,3gdt,7.19
11493,3ips,7.19
11494,3nsn,7.19
11495,3o0j,7.19
11496,3qsd,7.19
11497,3zqi,7.19
11498,4app,7.19
11499,4ega,7.19
11500,4ehg,7.19
11501,4jk6,7.19
11502,4obq,7.19
11503,4p90,7.19
11504,4py1,7.19
11505,4qy8,7.19
11506,4rwk,7.19
11507,4zx3,7.19
11508,5am7,7.19
11509,5c8m,7.19
11510,5dde,7.19
11511,5e88,7.19
11512,5ha1,7.19
11513,5hoa,7.19
11514,5jf1,7.19
11515,5jf4,7.19
11516,5kjm,7.19
11517,5nge,7.19
11518,5t9z,7.19
11519,5w5u,7.19
11520,6c7x,7.19
11521,1s50,7.2
11522,1xqc,7.2
11523,2g8n,7.2
11524,2nsx,7.2
11525,2pow,7.2
11526,2pqb,7.2
11527,2xii,7.2
11528,3c79,7.2
11529,3eov,7.2
11530,3hdn,7.2
11531,3ig7,7.2
11532,3k2f,7.2
11533,3lzb,7.2
11534,3mz6,7.2
11535,3qcx,7.2
11536,4ark,7.2
11537,4f64,7.2
11538,4g8n,7.2
11539,4igr,7.2
11540,4msk,7.2
11541,4umn,7.2
11542,5i43,7.2
11543,5jf5,7.2
11544,6c3e,7.2
11545,6ffs,7.2
11546,1gsz,7.21
11547,1wun,7.21
11548,2pl0,7.21
11549,2q9m,7.21
11550,2wo9,7.21
11551,2x9f,7.21
11552,2yek,7.21
11553,3br9,7.21
11554,3chr,7.21
11555,3f1a,7.21
11556,3gyn,7.21
11557,3if7,7.21
11558,3kga,7.21
11559,3odl,7.21
11560,3s77,7.21
11561,3v7t,7.21
11562,4a9s,7.21
11563,4av5,7.21
11564,4b73,7.21
11565,4hw7,7.21
11566,4jmx,7.21
11567,4mbj,7.21
11568,4wz8,7.21
11569,4za0,7.21
11570,5bwc,7.21
11571,5g11,7.21
11572,5hzn,7.21
11573,5i80,7.21
11574,5jf6,7.21
11575,5kly,7.21
11576,5ljj,7.21
11577,5q0s,7.21
11578,1fvt,7.22
11579,1gvx,7.22
11580,1lan,7.22
11581,1ll4,7.22
11582,1pxm,7.22
11583,1py2,7.22
11584,1sw2,7.22
11585,1uk1,7.22
11586,2ci9,7.22
11587,2epn,7.22
11588,2er6,7.22
11589,2fo4,7.22
11590,2fv9,7.22
11591,2h6t,7.22
11592,2hnc,7.22
11593,2q3z,7.22
11594,2r7b,7.22
11595,2rkn,7.22
11596,2xng,7.22
11597,3csl,7.22
11598,3cy2,7.22
11599,3cyu,7.22
11600,3cyz,7.22
11601,3dzt,7.22
11602,3hu2,7.22
11603,3in3,7.22
11604,3k99,7.22
11605,3m35,7.22
11606,3m96,7.22
11607,3ma3,7.22
11608,3pcj,7.22
11609,3q8d,7.22
11610,3qem,7.22
11611,3uz5,7.22
11612,3zov,7.22
11613,4a9u,7.22
11614,4ask,7.22
11615,4avg,7.22
11616,4cfe,7.22
11617,4cra,7.22
11618,4gfm,7.22
11619,4hxq,7.22
11620,4lte,7.22
11621,4lyn,7.22
11622,4nb6,7.22
11623,4nxo,7.22
11624,4o0y,7.22
11625,4pis,7.22
11626,4qr5,7.22
11627,4tmr,7.22
11628,4zy2,7.22
11629,5a6a,7.22
11630,5aen,7.22
11631,5aph,7.22
11632,5cw8,7.22
11633,5iw0,7.22
11634,5t4v,7.22
11635,5tfx,7.22
11636,5v3o,7.22
11637,5wb3,7.22
11638,5we9,7.22
11639,6b30,7.22
11640,6bh1,7.22
11641,6bu1,7.22
11642,6cje,7.22
11643,6dvo,7.22
11644,1h37,7.23
11645,1y91,7.23
11646,2cnh,7.23
11647,3f8e,7.23
11648,3n4l,7.23
11649,4a4x,7.23
11650,4avh,7.23
11651,4djx,7.23
11652,4dt6,7.23
11653,4lxd,7.23
11654,4pyy,7.23
11655,5e2m,7.23
11656,5if6,7.23
11657,5j9f,7.23
11658,5kre,7.23
11659,5tq5,7.23
11660,5uwf,7.23
11661,5ywy,7.23
11662,6g1v,7.23
11663,1db4,7.24
11664,1etz,7.24
11665,1g2l,7.24
11666,1oyt,7.24
11667,1y4z,7.24
11668,2gnl,7.24
11669,2obo,7.24
11670,2p33,7.24
11671,2psv,7.24
11672,2wi7,7.24
11673,3biz,7.24
11674,3cbs,7.24
11675,3dpe,7.24
11676,3dpf,7.24
11677,3f2a,7.24
11678,3ikg,7.24
11679,3kec,7.24
11680,3mww,7.24
11681,3n3g,7.24
11682,3o84,7.24
11683,3o96,7.24
11684,3p3t,7.24
11685,3qrk,7.24
11686,3uqr,7.24
11687,3w69,7.24
11688,3wzk,7.24
11689,4azb,7.24
11690,4dwg,7.24
11691,4fm7,7.24
11692,4ha5,7.24
11693,4i32,7.24
11694,4iq6,7.24
11695,4kn4,7.24
11696,4mvx,7.24
11697,4o0z,7.24
11698,4od9,7.24
11699,4r75,7.24
11700,4uil,7.24
11701,4w5j,7.24
11702,4y87,7.24
11703,4ybs,7.24
11704,4yxu,7.24
11705,5ad1,7.24
11706,5dh4,7.24
11707,5dyy,7.24
11708,5j7f,7.24
11709,5j7g,7.24
11710,5j9y,7.24
11711,5nxw,7.24
11712,5q0w,7.24
11713,5t1t,7.24
11714,5tv1,7.24
11715,5vsd,7.24
11716,5xmx,7.24
11717,6cki,7.24
11718,6df2,7.24
11719,6g3q,7.24
11720,1ezf,7.25
11721,1jet,7.25
11722,1u59,7.25
11723,1y2h,7.25
11724,2ces,7.25
11725,2gbg,7.25
11726,2ole,7.25
11727,2qbw,7.25
11728,3gcs,7.25
11729,3mhl,7.25
11730,3p3r,7.25
11731,3ua9,7.25
11732,4gk3,7.25
11733,4og8,7.25
11734,4xx3,7.25
11735,5a6i,7.25
11736,5eth,7.25
11737,5ggz,7.25
11738,5lvx,7.25
11739,5tts,7.25
11740,6cz3,7.25
11741,6db3,7.25
11742,6m9c,7.25
11743,1dhi,7.26
11744,1i72,7.26
11745,1mrx,7.26
11746,1wv7,7.26
11747,2f8i,7.26
11748,2qzr,7.26
11749,2xib,7.26
11750,3arg,7.26
11751,3cz1,7.26
11752,3gc5,7.26
11753,3ifo,7.26
11754,3p5o,7.26
11755,3q4l,7.26
11756,3v3b,7.26
11757,3veu,7.26
11758,3vg1,7.26
11759,4d83,7.26
11760,4e1m,7.26
11761,4efg,7.26
11762,4hw2,7.26
11763,4hys,7.26
11764,4k0u,7.26
11765,4lmu,7.26
11766,4ly1,7.26
11767,4nnr,7.26
11768,4q9z,7.26
11769,4zpg,7.26
11770,5hvt,7.26
11771,5l6p,7.26
11772,5n4s,7.26
11773,5y6d,7.26
11774,1fdq,7.27
11775,2igx,7.27
11776,2ity,7.27
11777,3fl8,7.27
11778,3l3q,7.27
11779,3pvw,7.27
11780,4ery,7.27
11781,4itp,7.27
11782,4j17,7.27
11783,4kn2,7.27
11784,4l0l,7.27
11785,4m6p,7.27
11786,4xit,7.27
11787,5hlp,7.27
11788,5izu,7.27
11789,5ygd,7.27
11790,1b40,7.28
11791,1hii,7.28
11792,1kel,7.28
11793,1ppx,7.28
11794,1pun,7.28
11795,1puq,7.28
11796,1pus,7.28
11797,1shc,7.28
11798,2ceq,7.28
11799,2cgr,7.28
11800,2pql,7.28
11801,2qhz,7.28
11802,2qoa,7.28
11803,2w1h,7.28
11804,2yel,7.28
11805,3a6t,7.28
11806,3fl5,7.28
11807,3iwy,7.28
11808,3k5d,7.28
11809,3o7u,7.28
11810,3sbh,7.28
11811,3u4o,7.28
11812,3u7l,7.28
11813,3wcf,7.28
11814,4alx,7.28
11815,4gq6,7.28
11816,4m2w,7.28
11817,4puk,7.28
11818,4qjx,7.28
11819,4r1e,7.28
11820,4ryl,7.28
11821,4xxs,7.28
11822,5cap,7.28
11823,5cfb,7.28
11824,5i4o,7.28
11825,5i7x,7.28
11826,5i7y,7.28
11827,5ia4,7.28
11828,5isl,7.28
11829,5j7p,7.28
11830,5li3,7.28
11831,5one,7.28
11832,5opu,7.28
11833,5tzx,7.28
11834,5w12,7.28
11835,5zah,7.28
11836,6dm8,7.28
11837,1py5,7.29
11838,3ccz,7.29
11839,3hdz,7.29
11840,3uoj,7.29
11841,4ciz,7.29
11842,4do4,7.29
11843,4iwz,7.29
11844,4j0p,7.29
11845,4pf3,7.29
11846,4yv2,7.29
11847,5i23,7.29
11848,5opv,7.29
11849,5vii,7.29
11850,5wzr,7.29
11851,5xva,7.29
